 precomputing function requisites...
 loading state...
 
 Done reading fields
 Time spend reading:     0.090 sc
 initialising output files...
 /data/marcos/pipe10k/source/runs/re180dt.cf
 timestepping.....
  step=           0  dt=  9.9469237E-03
Step25711  0.823943D+04  0.271616D+01  0.179870D+03
Step25716  0.823948D+04  0.276841D+01  0.179865D+03
Step25721  0.823952D+04  0.272413D+01  0.179861D+03
Step25726  0.823956D+04  0.272010D+01  0.179857D+03
Step25731  0.823961D+04  0.271110D+01  0.179852D+03
Step25736  0.823965D+04  0.270745D+01  0.179847D+03
Step25741  0.823969D+04  0.272544D+01  0.179842D+03
Step25746  0.823974D+04  0.271929D+01  0.179837D+03
Step25751  0.823978D+04  0.271675D+01  0.179832D+03
Step25756  0.823982D+04  0.272205D+01  0.179827D+03
Step25761  0.823987D+04  0.271944D+01  0.179821D+03
Step25766  0.823991D+04  0.272465D+01  0.179816D+03
Step25771  0.823996D+04  0.271756D+01  0.179810D+03
Step25776  0.824000D+04  0.272363D+01  0.179804D+03
Step25781  0.824004D+04  0.272043D+01  0.179799D+03
Step25786  0.824009D+04  0.272226D+01  0.179793D+03
Step25791  0.824013D+04  0.271988D+01  0.179786D+03
Step25796  0.824017D+04  0.271758D+01  0.179780D+03
Step25801  0.824022D+04  0.271975D+01  0.179774D+03
Step25806  0.824026D+04  0.272118D+01  0.179768D+03
Step25811  0.824030D+04  0.272535D+01  0.179761D+03
Step25816  0.824035D+04  0.272094D+01  0.179754D+03
Step25821  0.824040D+04  0.271930D+01  0.179747D+03
Step25826  0.824045D+04  0.272014D+01  0.179740D+03
Step25831  0.824049D+04  0.273202D+01  0.179733D+03
Step25836  0.824054D+04  0.271254D+01  0.179725D+03
Step25841  0.824059D+04  0.272263D+01  0.179718D+03
Step25846  0.824064D+04  0.271979D+01  0.179710D+03
Step25851  0.824069D+04  0.272537D+01  0.179703D+03
Step25856  0.824073D+04  0.272391D+01  0.179695D+03
Step25861  0.824078D+04  0.272458D+01  0.179688D+03
Step25866  0.824083D+04  0.272500D+01  0.179680D+03
Step25871  0.824088D+04  0.272421D+01  0.179673D+03
Step25876  0.824093D+04  0.271804D+01  0.179665D+03
Step25881  0.824097D+04  0.271745D+01  0.179658D+03
Step25886  0.824102D+04  0.272308D+01  0.179650D+03
Step25891  0.824107D+04  0.272416D+01  0.179642D+03
Step25896  0.824112D+04  0.271943D+01  0.179635D+03
Step25901  0.824117D+04  0.272029D+01  0.179627D+03
Step25906  0.824121D+04  0.271539D+01  0.179620D+03
Step25911  0.824126D+04  0.272946D+01  0.179613D+03
Step25916  0.824130D+04  0.272213D+01  0.179606D+03
Step25921  0.824135D+04  0.271776D+01  0.179599D+03
Step25926  0.824139D+04  0.272330D+01  0.179592D+03
Step25931  0.824144D+04  0.272418D+01  0.179585D+03
Step25936  0.824148D+04  0.271958D+01  0.179578D+03
Step25941  0.824153D+04  0.271896D+01  0.179570D+03
Step25946  0.824158D+04  0.272313D+01  0.179563D+03
Step25951  0.824162D+04  0.271725D+01  0.179556D+03
Step25956  0.824167D+04  0.272024D+01  0.179549D+03
Step25961  0.824171D+04  0.272052D+01  0.179541D+03
Step25966  0.824176D+04  0.271827D+01  0.179534D+03
Step25971  0.824180D+04  0.272275D+01  0.179526D+03
Step25976  0.824185D+04  0.271806D+01  0.179519D+03
Step25981  0.824189D+04  0.272146D+01  0.179511D+03
Step25986  0.824194D+04  0.272048D+01  0.179503D+03
Step25991  0.824199D+04  0.272102D+01  0.179495D+03
Step25996  0.824203D+04  0.272703D+01  0.179487D+03
Step26001  0.824208D+04  0.272039D+01  0.179479D+03
Step26006  0.824212D+04  0.272182D+01  0.179471D+03
Step26011  0.824217D+04  0.272671D+01  0.179462D+03
Step26016  0.824221D+04  0.271942D+01  0.179453D+03
Step26021  0.824226D+04  0.271812D+01  0.179444D+03
Step26026  0.824230D+04  0.272349D+01  0.179435D+03
Step26031  0.824235D+04  0.272086D+01  0.179426D+03
Step26036  0.824240D+04  0.272710D+01  0.179416D+03
Step26041  0.824244D+04  0.271892D+01  0.179407D+03
Step26046  0.824249D+04  0.272146D+01  0.179397D+03
Step26051  0.824253D+04  0.272274D+01  0.179387D+03
Step26056  0.824258D+04  0.272597D+01  0.179377D+03
Step26061  0.824262D+04  0.272052D+01  0.179367D+03
Step26066  0.824267D+04  0.272140D+01  0.179356D+03
Step26071  0.824271D+04  0.272640D+01  0.179346D+03
Step26076  0.824276D+04  0.272261D+01  0.179335D+03
Step26081  0.824281D+04  0.271859D+01  0.179325D+03
Step26086  0.824285D+04  0.272469D+01  0.179314D+03
Step26091  0.824290D+04  0.272398D+01  0.179303D+03
Step26096  0.824294D+04  0.272451D+01  0.179292D+03
Step26101  0.824299D+04  0.272575D+01  0.179280D+03
Step26106  0.824304D+04  0.272558D+01  0.179269D+03
Step26111  0.824309D+04  0.272369D+01  0.179257D+03
Step26116  0.824314D+04  0.272174D+01  0.179245D+03
Step26121  0.824319D+04  0.271791D+01  0.179233D+03
Step26126  0.824324D+04  0.271567D+01  0.179222D+03
Step26131  0.824329D+04  0.272321D+01  0.179210D+03
Step26136  0.824334D+04  0.272099D+01  0.179199D+03
Step26141  0.824339D+04  0.271928D+01  0.179188D+03
Step26146  0.824344D+04  0.272086D+01  0.179178D+03
Step26151  0.824349D+04  0.271792D+01  0.179168D+03
Step26156  0.824354D+04  0.272272D+01  0.179157D+03
Step26161  0.824359D+04  0.271875D+01  0.179148D+03
Step26166  0.824364D+04  0.272043D+01  0.179138D+03
Step26171  0.824369D+04  0.272394D+01  0.179130D+03
Step26176  0.824374D+04  0.272439D+01  0.179121D+03
Step26181  0.824379D+04  0.272044D+01  0.179113D+03
Step26186  0.824384D+04  0.271879D+01  0.179105D+03
Step26191  0.824389D+04  0.272291D+01  0.179098D+03
Step26196  0.824394D+04  0.272203D+01  0.179091D+03
Step26201  0.824399D+04  0.271990D+01  0.179085D+03
Step26206  0.824404D+04  0.272519D+01  0.179079D+03
Step26211  0.824409D+04  0.271916D+01  0.179074D+03
Step26216  0.824413D+04  0.271705D+01  0.179069D+03
Step26221  0.824418D+04  0.272324D+01  0.179065D+03
Step26226  0.824423D+04  0.272360D+01  0.179061D+03
Step26231  0.824428D+04  0.272670D+01  0.179057D+03
Step26236  0.824432D+04  0.271543D+01  0.179054D+03
Step26241  0.824437D+04  0.271206D+01  0.179051D+03
Step26246  0.824442D+04  0.272180D+01  0.179048D+03
Step26251  0.824447D+04  0.272609D+01  0.179046D+03
Step26256  0.824452D+04  0.271894D+01  0.179043D+03
Step26261  0.824456D+04  0.272093D+01  0.179042D+03
Step26266  0.824461D+04  0.271488D+01  0.179040D+03
Step26271  0.824466D+04  0.272220D+01  0.179038D+03
Step26276  0.824471D+04  0.272185D+01  0.179037D+03
Step26281  0.824475D+04  0.271449D+01  0.179036D+03
Step26286  0.824480D+04  0.272597D+01  0.179035D+03
Step26291  0.824485D+04  0.271819D+01  0.179034D+03
Step26296  0.824490D+04  0.272187D+01  0.179033D+03
Step26301  0.824494D+04  0.272991D+01  0.179033D+03
Step26306  0.824499D+04  0.272422D+01  0.179032D+03
Step26311  0.824504D+04  0.271856D+01  0.179031D+03
Step26316  0.824509D+04  0.272278D+01  0.179031D+03
Step26321  0.824513D+04  0.271771D+01  0.179030D+03
Step26326  0.824518D+04  0.272310D+01  0.179030D+03
Step26331  0.824523D+04  0.271953D+01  0.179029D+03
Step26336  0.824528D+04  0.271806D+01  0.179028D+03
Step26341  0.824532D+04  0.272092D+01  0.179027D+03
Step26346  0.824537D+04  0.271772D+01  0.179027D+03
Step26351  0.824542D+04  0.273207D+01  0.179026D+03
Step26356  0.824547D+04  0.271800D+01  0.179025D+03
Step26361  0.824552D+04  0.272077D+01  0.179024D+03
Step26366  0.824556D+04  0.272524D+01  0.179023D+03
Step26371  0.824561D+04  0.272417D+01  0.179022D+03
Step26376  0.824566D+04  0.272167D+01  0.179021D+03
Step26381  0.824571D+04  0.271672D+01  0.179019D+03
Step26386  0.824575D+04  0.271975D+01  0.179018D+03
Step26391  0.824580D+04  0.272423D+01  0.179017D+03
Step26396  0.824585D+04  0.272177D+01  0.179015D+03
Step26401  0.824590D+04  0.272679D+01  0.179014D+03
Step26406  0.824594D+04  0.272004D+01  0.179012D+03
Step26411  0.824599D+04  0.271628D+01  0.179010D+03
Step26416  0.824604D+04  0.271374D+01  0.179009D+03
Step26421  0.824609D+04  0.271476D+01  0.179007D+03
Step26426  0.824613D+04  0.271950D+01  0.179005D+03
Step26431  0.824618D+04  0.271980D+01  0.179004D+03
Step26436  0.824623D+04  0.271772D+01  0.179002D+03
Step26441  0.824628D+04  0.271972D+01  0.179000D+03
Step26446  0.824632D+04  0.271855D+01  0.178999D+03
Step26451  0.824637D+04  0.272523D+01  0.178997D+03
Step26456  0.824642D+04  0.271644D+01  0.178995D+03
Step26461  0.824647D+04  0.271113D+01  0.178994D+03
Step26466  0.824652D+04  0.272605D+01  0.178992D+03
Step26471  0.824656D+04  0.272604D+01  0.178991D+03
Step26476  0.824661D+04  0.271658D+01  0.178989D+03
Step26481  0.824666D+04  0.272531D+01  0.178988D+03
Step26486  0.824671D+04  0.272613D+01  0.178987D+03
Step26491  0.824675D+04  0.272090D+01  0.178985D+03
Step26496  0.824680D+04  0.271619D+01  0.178984D+03
Step26501  0.824685D+04  0.272073D+01  0.178983D+03
Step26506  0.824690D+04  0.271909D+01  0.178982D+03
Step26511  0.824694D+04  0.272254D+01  0.178981D+03
Step26516  0.824699D+04  0.271947D+01  0.178980D+03
Step26521  0.824704D+04  0.271658D+01  0.178979D+03
Step26526  0.824709D+04  0.271761D+01  0.178979D+03
Step26531  0.824713D+04  0.271670D+01  0.178978D+03
Step26536  0.824718D+04  0.271851D+01  0.178978D+03
Step26541  0.824723D+04  0.272358D+01  0.178977D+03
Step26546  0.824728D+04  0.271748D+01  0.178977D+03
Step26551  0.824732D+04  0.272412D+01  0.178976D+03
Step26556  0.824737D+04  0.272414D+01  0.178976D+03
Step26561  0.824742D+04  0.271997D+01  0.178976D+03
Step26566  0.824747D+04  0.272477D+01  0.178975D+03
Step26571  0.824752D+04  0.272161D+01  0.178975D+03
Step26576  0.824756D+04  0.272159D+01  0.178975D+03
Step26581  0.824761D+04  0.271959D+01  0.178975D+03
Step26586  0.824766D+04  0.271980D+01  0.178975D+03
Step26591  0.824771D+04  0.271519D+01  0.178974D+03
Step26596  0.824775D+04  0.272666D+01  0.178974D+03
Step26601  0.824780D+04  0.271680D+01  0.178974D+03
Step26606  0.824785D+04  0.271648D+01  0.178974D+03
Step26611  0.824790D+04  0.272201D+01  0.178973D+03
Step26616  0.824794D+04  0.271883D+01  0.178973D+03
Step26621  0.824799D+04  0.271175D+01  0.178972D+03
Step26626  0.824804D+04  0.272720D+01  0.178972D+03
Step26631  0.824809D+04  0.272736D+01  0.178972D+03
Step26636  0.824813D+04  0.272598D+01  0.178971D+03
Step26641  0.824818D+04  0.272161D+01  0.178970D+03
Step26646  0.824823D+04  0.272848D+01  0.178970D+03
Step26651  0.824828D+04  0.271988D+01  0.178969D+03
Step26656  0.824832D+04  0.272363D+01  0.178968D+03
Step26661  0.824837D+04  0.271965D+01  0.178967D+03
Step26666  0.824842D+04  0.271778D+01  0.178966D+03
Step26671  0.824847D+04  0.271933D+01  0.178965D+03
Step26676  0.824852D+04  0.272033D+01  0.178963D+03
Step26681  0.824856D+04  0.271832D+01  0.178962D+03
Step26686  0.824861D+04  0.272442D+01  0.178960D+03
Step26691  0.824866D+04  0.272292D+01  0.178959D+03
Step26696  0.824871D+04  0.272615D+01  0.178957D+03
Step26701  0.824875D+04  0.272323D+01  0.178955D+03
Step26706  0.824880D+04  0.271953D+01  0.178953D+03
Step26711  0.824885D+04  0.272342D+01  0.178951D+03
Step26716  0.824890D+04  0.272174D+01  0.178949D+03
Step26721  0.824894D+04  0.272144D+01  0.178947D+03
Step26726  0.824899D+04  0.272257D+01  0.178944D+03
Step26731  0.824904D+04  0.272055D+01  0.178942D+03
Step26736  0.824909D+04  0.272058D+01  0.178939D+03
Step26741  0.824913D+04  0.272020D+01  0.178936D+03
Step26746  0.824918D+04  0.272325D+01  0.178934D+03
Step26751  0.824923D+04  0.272739D+01  0.178931D+03
Step26756  0.824928D+04  0.272173D+01  0.178928D+03
Step26761  0.824932D+04  0.272136D+01  0.178925D+03
Step26766  0.824938D+04  0.272154D+01  0.178922D+03
Step26771  0.824943D+04  0.272037D+01  0.178918D+03
Step26776  0.824948D+04  0.271805D+01  0.178915D+03
Step26781  0.824953D+04  0.272351D+01  0.178912D+03
Step26786  0.824959D+04  0.271806D+01  0.178908D+03
Step26791  0.824964D+04  0.272504D+01  0.178905D+03
Step26796  0.824969D+04  0.272214D+01  0.178902D+03
Step26801  0.824974D+04  0.272059D+01  0.178899D+03
Step26806  0.824980D+04  0.271921D+01  0.178895D+03
Step26811  0.824985D+04  0.272060D+01  0.178892D+03
Step26816  0.824990D+04  0.271973D+01  0.178890D+03
Step26821  0.824995D+04  0.272088D+01  0.178887D+03
Step26826  0.825001D+04  0.271953D+01  0.178884D+03
Step26831  0.825006D+04  0.271828D+01  0.178882D+03
Step26836  0.825011D+04  0.274410D+01  0.178879D+03
Step26841  0.825016D+04  0.272068D+01  0.178877D+03
Step26846  0.825022D+04  0.272129D+01  0.178875D+03
Step26851  0.825027D+04  0.271933D+01  0.178874D+03
Step26856  0.825032D+04  0.271991D+01  0.178872D+03
Step26861  0.825037D+04  0.272153D+01  0.178871D+03
Step26866  0.825043D+04  0.272462D+01  0.178870D+03
Step26871  0.825048D+04  0.272435D+01  0.178869D+03
Step26876  0.825053D+04  0.271813D+01  0.178868D+03
Step26881  0.825058D+04  0.272047D+01  0.178868D+03
Step26886  0.825064D+04  0.284689D+01  0.178867D+03
Step26891  0.825069D+04  0.272350D+01  0.178867D+03
Step26896  0.825074D+04  0.272189D+01  0.178868D+03
Step26901  0.825079D+04  0.272588D+01  0.178868D+03
Step26906  0.825085D+04  0.272538D+01  0.178869D+03
Step26911  0.825090D+04  0.272023D+01  0.178870D+03
Step26916  0.825095D+04  0.272356D+01  0.178871D+03
Step26921  0.825100D+04  0.272304D+01  0.178872D+03
Step26926  0.825106D+04  0.272372D+01  0.178873D+03
Step26931  0.825111D+04  0.272036D+01  0.178875D+03
Step26936  0.825116D+04  0.272292D+01  0.178876D+03
Step26941  0.825121D+04  0.272364D+01  0.178878D+03
Step26946  0.825127D+04  0.272537D+01  0.178880D+03
Step26951  0.825132D+04  0.272311D+01  0.178881D+03
Step26956  0.825137D+04  0.271818D+01  0.178883D+03
Step26961  0.825142D+04  0.271631D+01  0.178885D+03
Step26966  0.825148D+04  0.270962D+01  0.178886D+03
Step26971  0.825153D+04  0.272368D+01  0.178888D+03
Step26976  0.825158D+04  0.271706D+01  0.178889D+03
Step26981  0.825163D+04  0.272899D+01  0.178890D+03
Step26986  0.825169D+04  0.272540D+01  0.178891D+03
Step26991  0.825174D+04  0.272347D+01  0.178892D+03
Step26996  0.825179D+04  0.272044D+01  0.178893D+03
Step27001  0.825184D+04  0.271902D+01  0.178893D+03
Step27006  0.825190D+04  0.272094D+01  0.178893D+03
Step27011  0.825195D+04  0.271649D+01  0.178893D+03
Step27016  0.825200D+04  0.272589D+01  0.178893D+03
Step27021  0.825206D+04  0.272290D+01  0.178893D+03
Step27026  0.825211D+04  0.272456D+01  0.178892D+03
Step27031  0.825216D+04  0.272016D+01  0.178891D+03
Step27036  0.825221D+04  0.272128D+01  0.178890D+03
Step27041  0.825227D+04  0.271709D+01  0.178888D+03
Step27046  0.825232D+04  0.272480D+01  0.178886D+03
Step27051  0.825237D+04  0.272153D+01  0.178884D+03
Step27056  0.825242D+04  0.272557D+01  0.178882D+03
Step27061  0.825248D+04  0.272306D+01  0.178880D+03
Step27066  0.825253D+04  0.272419D+01  0.178877D+03
Step27071  0.825258D+04  0.271991D+01  0.178874D+03
Step27076  0.825263D+04  0.271535D+01  0.178871D+03
Step27081  0.825269D+04  0.272056D+01  0.178868D+03
Step27086  0.825274D+04  0.272608D+01  0.178865D+03
Step27091  0.825279D+04  0.271729D+01  0.178862D+03
Step27096  0.825284D+04  0.273325D+01  0.178858D+03
Step27101  0.825290D+04  0.272210D+01  0.178854D+03
Step27106  0.825295D+04  0.271889D+01  0.178850D+03
Step27111  0.825300D+04  0.272041D+01  0.178846D+03
Step27116  0.825305D+04  0.271874D+01  0.178842D+03
Step27121  0.825311D+04  0.272229D+01  0.178838D+03
Step27126  0.825316D+04  0.272486D+01  0.178834D+03
Step27131  0.825321D+04  0.272395D+01  0.178830D+03
Step27136  0.825326D+04  0.272207D+01  0.178825D+03
Step27141  0.825332D+04  0.272417D+01  0.178821D+03
Step27146  0.825337D+04  0.272447D+01  0.178816D+03
Step27151  0.825342D+04  0.272181D+01  0.178811D+03
Step27156  0.825347D+04  0.272242D+01  0.178806D+03
Step27161  0.825353D+04  0.271957D+01  0.178801D+03
Step27166  0.825358D+04  0.272431D+01  0.178796D+03
Step27171  0.825363D+04  0.272219D+01  0.178791D+03
Step27176  0.825368D+04  0.272166D+01  0.178786D+03
Step27181  0.825374D+04  0.272247D+01  0.178781D+03
Step27186  0.825379D+04  0.272122D+01  0.178775D+03
Step27191  0.825384D+04  0.272583D+01  0.178769D+03
Step27196  0.825389D+04  0.271521D+01  0.178763D+03
Step27201  0.825395D+04  0.272415D+01  0.178757D+03
Step27206  0.825400D+04  0.272569D+01  0.178750D+03
Step27211  0.825406D+04  0.272465D+01  0.178743D+03
Step27216  0.825412D+04  0.272043D+01  0.178736D+03
Step27221  0.825418D+04  0.272554D+01  0.178728D+03
Step27226  0.825424D+04  0.273112D+01  0.178721D+03
Step27231  0.825429D+04  0.272002D+01  0.178713D+03
Step27236  0.825435D+04  0.272392D+01  0.178704D+03
Step27241  0.825441D+04  0.271754D+01  0.178696D+03
Step27246  0.825447D+04  0.272504D+01  0.178687D+03
Step27251  0.825453D+04  0.271378D+01  0.178678D+03
Step27256  0.825458D+04  0.272491D+01  0.178669D+03
Step27261  0.825464D+04  0.271664D+01  0.178660D+03
Step27266  0.825470D+04  0.272399D+01  0.178650D+03
Step27271  0.825476D+04  0.272334D+01  0.178641D+03
Step27276  0.825482D+04  0.271746D+01  0.178631D+03
Step27281  0.825487D+04  0.272135D+01  0.178621D+03
Step27286  0.825493D+04  0.272370D+01  0.178611D+03
Step27291  0.825499D+04  0.272261D+01  0.178601D+03
Step27296  0.825505D+04  0.272195D+01  0.178590D+03
Step27301  0.825511D+04  0.272201D+01  0.178580D+03
Step27306  0.825516D+04  0.271747D+01  0.178569D+03
Step27311  0.825522D+04  0.272556D+01  0.178559D+03
Step27316  0.825528D+04  0.272049D+01  0.178548D+03
Step27321  0.825534D+04  0.271933D+01  0.178537D+03
Step27326  0.825539D+04  0.272466D+01  0.178527D+03
Step27331  0.825545D+04  0.271887D+01  0.178516D+03
Step27336  0.825551D+04  0.272237D+01  0.178505D+03
Step27341  0.825557D+04  0.271745D+01  0.178494D+03
Step27346  0.825563D+04  0.272349D+01  0.178483D+03
Step27351  0.825568D+04  0.271664D+01  0.178472D+03
Step27356  0.825574D+04  0.271488D+01  0.178462D+03
Step27361  0.825580D+04  0.272334D+01  0.178451D+03
Step27366  0.825585D+04  0.272097D+01  0.178441D+03
Step27371  0.825591D+04  0.272515D+01  0.178431D+03
Step27376  0.825596D+04  0.272016D+01  0.178421D+03
Step27381  0.825602D+04  0.272401D+01  0.178411D+03
Step27386  0.825607D+04  0.271710D+01  0.178401D+03
Step27391  0.825612D+04  0.272214D+01  0.178392D+03
Step27396  0.825618D+04  0.271841D+01  0.178383D+03
Step27401  0.825623D+04  0.272170D+01  0.178373D+03
Step27406  0.825628D+04  0.272288D+01  0.178364D+03
Step27411  0.825633D+04  0.272035D+01  0.178355D+03
Step27416  0.825638D+04  0.271645D+01  0.178345D+03
Step27421  0.825644D+04  0.272398D+01  0.178336D+03
Step27426  0.825649D+04  0.272505D+01  0.178327D+03
Step27431  0.825654D+04  0.272051D+01  0.178318D+03
Step27436  0.825659D+04  0.272385D+01  0.178309D+03
Step27441  0.825665D+04  0.271466D+01  0.178299D+03
Step27446  0.825670D+04  0.270996D+01  0.178290D+03
Step27451  0.825675D+04  0.271864D+01  0.178281D+03
Step27456  0.825680D+04  0.272170D+01  0.178272D+03
Step27461  0.825685D+04  0.271958D+01  0.178262D+03
Step27466  0.825691D+04  0.272352D+01  0.178253D+03
Step27471  0.825696D+04  0.272209D+01  0.178244D+03
Step27476  0.825701D+04  0.272218D+01  0.178234D+03
Step27481  0.825706D+04  0.272114D+01  0.178225D+03
Step27486  0.825711D+04  0.272071D+01  0.178216D+03
Step27491  0.825717D+04  0.272668D+01  0.178206D+03
Step27496  0.825722D+04  0.271990D+01  0.178197D+03
Step27501  0.825727D+04  0.272287D+01  0.178187D+03
Step27506  0.825732D+04  0.271759D+01  0.178178D+03
Step27511  0.825738D+04  0.272170D+01  0.178169D+03
Step27516  0.825743D+04  0.272263D+01  0.178159D+03
Step27521  0.825748D+04  0.272230D+01  0.178150D+03
Step27526  0.825753D+04  0.272096D+01  0.178141D+03
Step27531  0.825758D+04  0.272219D+01  0.178132D+03
Step27536  0.825764D+04  0.272255D+01  0.178123D+03
Step27541  0.825769D+04  0.271968D+01  0.178114D+03
Step27546  0.825774D+04  0.271919D+01  0.178105D+03
Step27551  0.825779D+04  0.272007D+01  0.178097D+03
Step27556  0.825784D+04  0.271985D+01  0.178088D+03
Step27561  0.825790D+04  0.273061D+01  0.178080D+03
Step27566  0.825795D+04  0.271925D+01  0.178072D+03
Step27571  0.825800D+04  0.272216D+01  0.178065D+03
Step27576  0.825805D+04  0.272582D+01  0.178057D+03
Step27581  0.825811D+04  0.271977D+01  0.178050D+03
Step27586  0.825816D+04  0.272675D+01  0.178043D+03
Step27591  0.825821D+04  0.272451D+01  0.178037D+03
Step27596  0.825826D+04  0.271940D+01  0.178031D+03
Step27601  0.825831D+04  0.272552D+01  0.178025D+03
Step27606  0.825837D+04  0.272305D+01  0.178020D+03
Step27611  0.825842D+04  0.271625D+01  0.178015D+03
Step27616  0.825847D+04  0.272174D+01  0.178010D+03
Step27621  0.825852D+04  0.271239D+01  0.178006D+03
Step27626  0.825857D+04  0.272148D+01  0.178002D+03
Step27631  0.825863D+04  0.272374D+01  0.177999D+03
Step27636  0.825868D+04  0.272612D+01  0.177995D+03
Step27641  0.825873D+04  0.272684D+01  0.177992D+03
Step27646  0.825878D+04  0.271991D+01  0.177990D+03
Step27651  0.825884D+04  0.272402D+01  0.177987D+03
Step27656  0.825889D+04  0.272260D+01  0.177985D+03
Step27661  0.825894D+04  0.272202D+01  0.177983D+03
Step27666  0.825899D+04  0.272318D+01  0.177982D+03
Step27671  0.825904D+04  0.272004D+01  0.177980D+03
Step27676  0.825910D+04  0.272439D+01  0.177979D+03
Step27681  0.825915D+04  0.272043D+01  0.177978D+03
Step27686  0.825920D+04  0.272919D+01  0.177978D+03
Step27691  0.825925D+04  0.272268D+01  0.177977D+03
Step27696  0.825931D+04  0.272147D+01  0.177977D+03
Step27701  0.825936D+04  0.272666D+01  0.177976D+03
Step27706  0.825941D+04  0.272231D+01  0.177976D+03
Step27711  0.825946D+04  0.272094D+01  0.177976D+03
Step27716  0.825951D+04  0.272424D+01  0.177977D+03
Step27721  0.825957D+04  0.271773D+01  0.177977D+03
Step27726  0.825962D+04  0.272013D+01  0.177978D+03
Step27731  0.825967D+04  0.270858D+01  0.177978D+03
Step27736  0.825972D+04  0.271816D+01  0.177979D+03
Step27741  0.825977D+04  0.272213D+01  0.177980D+03
Step27746  0.825983D+04  0.272066D+01  0.177981D+03
Step27751  0.825988D+04  0.272238D+01  0.177982D+03
Step27756  0.825993D+04  0.272232D+01  0.177984D+03
Step27761  0.825998D+04  0.272557D+01  0.177985D+03
Step27766  0.826004D+04  0.272906D+01  0.177987D+03
Step27771  0.826009D+04  0.272343D+01  0.177989D+03
Step27776  0.826014D+04  0.407545D+01  0.177991D+03
Step27781  0.826019D+04  0.272192D+01  0.177993D+03
Step27786  0.826024D+04  0.272402D+01  0.177995D+03
Step27791  0.826029D+04  0.272218D+01  0.177997D+03
Step27796  0.826034D+04  0.272010D+01  0.178000D+03
Step27801  0.826039D+04  0.272237D+01  0.178003D+03
Step27806  0.826044D+04  0.271755D+01  0.178005D+03
Step27811  0.826049D+04  0.272196D+01  0.178008D+03
Step27816  0.826054D+04  0.272095D+01  0.178011D+03
Step27821  0.826058D+04  0.273363D+01  0.178015D+03
Step27826  0.826063D+04  0.272052D+01  0.178018D+03
Step27831  0.826068D+04  0.272020D+01  0.178022D+03
Step27836  0.826073D+04  0.271687D+01  0.178026D+03
Step27841  0.826078D+04  0.272586D+01  0.178030D+03
Step27846  0.826083D+04  0.271718D+01  0.178034D+03
Step27851  0.826088D+04  0.272030D+01  0.178039D+03
Step27856  0.826093D+04  0.271835D+01  0.178044D+03
Step27861  0.826098D+04  0.273232D+01  0.178048D+03
Step27866  0.826102D+04  0.272494D+01  0.178053D+03
Step27871  0.826107D+04  0.271994D+01  0.178058D+03
Step27876  0.826112D+04  0.272105D+01  0.178064D+03
Step27881  0.826116D+04  0.272343D+01  0.178069D+03
Step27886  0.826121D+04  0.271595D+01  0.178075D+03
Step27891  0.826126D+04  0.272486D+01  0.178081D+03
Step27896  0.826130D+04  0.271992D+01  0.178087D+03
Step27901  0.826135D+04  0.271536D+01  0.178093D+03
Step27906  0.826140D+04  0.272416D+01  0.178099D+03
Step27911  0.826144D+04  0.272361D+01  0.178105D+03
Step27916  0.826149D+04  0.272066D+01  0.178112D+03
Step27921  0.826154D+04  0.271731D+01  0.178118D+03
Step27926  0.826159D+04  0.272603D+01  0.178125D+03
Step27931  0.826163D+04  0.272093D+01  0.178131D+03
Step27936  0.826168D+04  0.271902D+01  0.178138D+03
Step27941  0.826173D+04  0.272176D+01  0.178145D+03
Step27946  0.826177D+04  0.272657D+01  0.178152D+03
Step27951  0.826182D+04  0.272091D+01  0.178159D+03
Step27956  0.826187D+04  0.272541D+01  0.178165D+03
Step27961  0.826191D+04  0.272237D+01  0.178172D+03
Step27966  0.826196D+04  0.272156D+01  0.178179D+03
Step27971  0.826201D+04  0.272770D+01  0.178186D+03
Step27976  0.826205D+04  0.271976D+01  0.178192D+03
Step27981  0.826210D+04  0.271643D+01  0.178199D+03
Step27986  0.826215D+04  0.272270D+01  0.178205D+03
Step27991  0.826220D+04  0.271868D+01  0.178212D+03
Step27996  0.826224D+04  0.272633D+01  0.178218D+03
Step28001  0.826229D+04  0.288070D+01  0.178224D+03
Step28006  0.826234D+04  0.272926D+01  0.178230D+03
Step28011  0.826238D+04  0.272001D+01  0.178237D+03
Step28016  0.826243D+04  0.272438D+01  0.178242D+03
Step28021  0.826248D+04  0.272146D+01  0.178248D+03
Step28026  0.826252D+04  0.271383D+01  0.178254D+03
Step28031  0.826257D+04  0.272423D+01  0.178260D+03
Step28036  0.826263D+04  0.272485D+01  0.178266D+03
Step28041  0.826268D+04  0.272110D+01  0.178272D+03
Step28046  0.826273D+04  0.272422D+01  0.178278D+03
Step28051  0.826278D+04  0.272707D+01  0.178284D+03
Step28056  0.826283D+04  0.271670D+01  0.178289D+03
Step28061  0.826288D+04  0.272184D+01  0.178295D+03
Step28066  0.826294D+04  0.325262D+01  0.178301D+03
Step28071  0.826298D+04  0.272060D+01  0.178306D+03
Step28076  0.826303D+04  0.273107D+01  0.178312D+03
Step28081  0.826308D+04  0.272549D+01  0.178317D+03
Step28086  0.826313D+04  0.272298D+01  0.178323D+03
Step28091  0.826318D+04  0.272517D+01  0.178328D+03
Step28096  0.826323D+04  0.272251D+01  0.178334D+03
Step28101  0.826328D+04  0.271706D+01  0.178340D+03
